Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
3,0,3,3,3,0,0,2,76,1,1469,2,4,4,22,19,0,2,8,1429
2,1,2,3,0,0,0,1,246,1,4179,2,1,8,7,14,2,0,12,2449
3,1,1,2,0,0,3,2,271,1,2591,1,7,17,24,6,2,15,10,2798
1,1,2,0,1,0,3,1,178,2,8561,2,6,11,13,1,1,14,12,4359
3,1,0,1,2,0,4,0,295,1,7735,1,3,5,7,7,1,3,0,3882
2,1,2,1,3,0,4,0,161,2,2885,3,2,18,28,10,1,4,13,2494
1,0,2,3,3,0,3,0,181,2,5011,3,1,15,27,20,2,6,15,2466
1,1,2,1,2,0,4,0,72,2,7532,1,5,4,36,1,2,13,0,5052
3,0,1,1,3,0,2,1,270,3,8539,2,6,16,32,17,1,15,5,4042
2,0,1,2,2,0,1,1,78,1,4896,1,3,9,16,10,0,13,14,1198
0,0,3,1,1,0,4,1,223,3,3471,0,6,19,46,5,0,15,10,4166
0,1,2,2,3,0,1,0,162,3,9120,3,6,1,31,6,1,15,8,2593
0,1,3,0,3,0,2,1,239,2,7649,2,4,7,0,17,1,11,12,2412
0,0,1,1,2,0,0,1,181,2,8961,0,6,11,45,19,1,3,4,4130
1,0,0,2,0,0,1,2,171,3,8713,3,6,8,45,15,2,14,5,3336
1,0,0,0,3,0,3,0,101,0,1417,0,5,0,4,18,2,1,12,2724
2,0,0,0,1,0,3,2,192,2,7994,0,5,12,3,1,1,1,13,3538
3,0,2,0,1,0,2,1,277,1,133,3,7,17,6,3,2,12,1,689
1,0,2,0,1,0,2,2,70,3,800,3,1,16,22,7,2,10,10,2237
1,1,2,0,0,0,4,2,106,2,2225,2,7,7,1,3,1,11,13,2536
0,1,2,3,0,0,0,1,61,1,1642,1,1,24,37,2,1,9,6,1793
2,1,2,2,1,0,2,0,94,0,8345,1,2,19,34,13,1,15,13,3502
2,0,0,3,2,0,0,0,226,3,2541,3,3,20,0,22,0,0,3,2938
0,0,2,3,1,0,2,2,209,0,7440,1,5,17,47,9,1,12,4,3060
3,1,0,3,3,0,2,2,264,3,4355,3,6,19,3,15,1,15,1,3272
2,1,1,3,0,0,0,2,235,2,6129,2,6,0,35,16,1,12,5,4046
3,0,0,2,2,0,2,1,179,1,3569,3,6,13,48,21,0,4,4,2119
3,0,1,1,1,0,0,1,55,1,5356,1,5,21,10,3,2,15,4,1940
3,1,0,2,1,0,3,2,97,3,5569,2,6,23,42,20,1,4,6,4255
0,0,1,0,1,0,0,0,240,0,539,3,6,19,6,11,2,5,13,1193
3,0,3,1,1,0,0,1,56,3,5738,2,3,2,37,4,2,10,2,3164
0,1,2,0,3,0,4,2,225,1,1019,0,7,9,6,23,2,12,15,2106
2,1,1,1,3,0,4,1,52,2,9117,1,7,9,17,13,2,3,10,5258
1,0,1,1,2,0,2,2,109,1,5984,3,5,6,15,3,2,10,14,1965
0,0,1,2,3,0,3,1,175,2,8203,1,1,9,49,2,1,7,5,3317
1,1,0,2,3,0,3,0,208,3,1375,1,3,14,34,11,0,7,9,3892
2,0,3,1,3,0,0,1,124,1,1632,3,7,22,3,6,2,0,6,1256
0,1,2,0,0,0,1,1,140,3,2496,1,1,2,44,17,2,11,4,2773
3,1,0,3,2,0,4,1,299,2,846,2,6,19,10,3,2,14,1,2191
1,0,0,1,0,0,0,2,284,2,1765,3,2,4,46,20,1,2,12,2688
3,0,0,1,0,0,1,1,65,1,4256,0,1,24,18,3,2,3,0,846
3,0,0,1,1,0,1,0,144,1,1382,2,3,5,22,24,1,8,13,735
3,1,1,0,3,0,2,1,188,1,2810,2,6,8,42,4,1,6,15,1850
0,1,2,1,1,0,3,2,240,0,5162,0,1,12,42,3,1,12,9,3110
0,1,3,2,3,0,0,1,255,2,1273,1,2,18,38,24,2,12,8,2191
2,1,0,1,0,0,3,2,139,1,7757,1,5,22,35,0,0,6,14,4186
3,1,0,1,1,0,2,2,154,3,9772,2,2,2,7,18,0,13,14,3649
2,0,0,2,3,0,1,1,237,1,8400,1,3,3,16,17,2,9,13,1467
1,1,2,0,2,0,1,2,225,1,5955,2,1,12,48,0,2,14,6,1644
1,1,2,2,1,0,0,2,216,3,944,2,3,16,6,6,2,8,6,2525
0,1,0,2,2,0,0,2,93,2,8932,0,7,13,33,12,0,5,15,4440
3,1,2,1,3,0,4,1,290,2,5507,3,7,3,22,4,1,14,8,3598
1,0,2,3,1,0,4,1,144,1,2898,1,3,0,40,4,1,7,8,2432
0,1,1,0,3,0,1,2,99,1,5480,0,1,17,49,2,2,5,8,1231
3,0,3,1,1,0,1,2,246,3,7408,2,1,22,44,2,0,5,0,1913
1,0,2,2,0,0,2,1,158,2,4980,2,3,2,47,3,2,15,10,2890
3,0,1,1,1,0,4,2,222,2,3946,1,6,21,0,21,1,13,10,2278
0,0,1,2,3,0,0,1,82,3,4382,2,2,18,32,14,1,5,13,3292
2,0,2,3,0,0,0,2,295,2,6895,0,1,24,46,23,2,7,1,3566
3,0,3,2,1,0,4,2,166,3,3711,3,2,0,20,0,1,14,14,2831
3,0,1,2,3,0,2,1,193,1,3538,3,3,3,21,4,2,9,10,1452
1,1,3,2,1,0,3,0,194,2,7876,2,6,8,31,2,0,15,7,4707
0,0,3,0,2,0,2,0,57,0,2380,1,3,16,21,23,2,12,9,1968
2,0,3,0,1,0,4,2,147,3,4095,3,2,6,24,19,1,6,4,3497
2,1,2,0,3,0,2,2,295,3,5981,0,7,1,15,19,2,15,15,4529
2,0,1,1,2,0,1,2,122,1,2130,0,3,0,7,6,2,10,8,993
2,0,1,3,0,0,3,0,212,1,6042,1,3,9,4,17,2,8,13,2604
0,1,0,2,0,0,1,1,209,3,3550,1,5,7,32,12,0,2,9,3389
3,0,3,0,0,0,4,0,96,2,3631,2,4,3,21,22,1,1,13,2474
2,1,3,2,1,0,0,0,179,2,4619,1,6,11,43,1,0,1,11,3509
0,1,0,0,1,0,0,2,240,0,3228,1,1,23,3,24,2,11,11,2343
1,1,1,2,0,0,3,1,144,0,6547,1,4,11,47,17,2,10,8,5572
2,0,1,0,0,0,1,2,149,0,5334,3,2,5,42,14,1,14,2,2127
3,0,1,0,0,0,1,2,85,0,6917,1,7,16,26,14,0,0,11,2077
3,1,1,1,3,0,2,0,70,0,8370,0,5,22,14,21,2,13,8,3388
3,0,2,3,3,0,2,1,201,2,7898,0,6,21,24,16,1,4,4,2829
1,1,0,3,1,0,4,1,277,3,6135,3,1,13,2,16,1,1,9,5370
1,0,0,1,1,0,2,1,196,3,4296,0,7,20,1,10,1,12,10,4069
2,0,2,2,2,0,2,0,207,3,7436,3,6,18,47,12,1,12,3,3908
0,0,1,0,0,0,4,1,67,2,911,2,5,3,13,5,1,5,15,1470
3,0,3,0,1,0,4,1,288,0,4081,1,6,24,48,3,0,0,10,3231
2,0,0,1,0,0,0,1,73,0,8099,0,5,3,24,3,1,11,14,4112
1,0,1,2,3,0,4,0,269,1,7047,3,5,1,26,0,1,13,10,4122
2,0,3,2,2,0,1,2,255,1,5776,3,2,19,28,20,1,6,2,967
0,1,1,0,2,0,2,2,149,3,7294,2,3,21,6,5,2,5,4,3164
2,1,1,2,2,0,4,2,238,0,6841,2,5,17,25,9,0,13,1,5371
2,0,1,2,3,0,4,2,173,0,1033,3,2,11,29,8,0,1,9,2271
3,1,2,3,0,0,1,2,143,1,6911,3,6,18,40,9,1,4,4,1502
3,0,0,2,2,0,1,2,253,2,9421,1,6,0,2,16,2,14,14,1492
3,0,2,1,1,0,1,1,55,0,1342,3,5,12,49,9,2,11,0,1442
1,1,3,0,3,0,4,2,187,0,2264,1,6,18,6,9,0,15,5,3494
2,1,2,3,2,0,4,1,173,2,4098,2,4,17,30,5,2,3,12,3075
2,1,2,1,0,0,1,2,93,1,6476,2,7,20,21,6,2,0,11,1576
1,0,2,1,1,0,0,2,76,3,6698,0,3,21,36,16,2,12,0,4543
2,1,2,1,2,0,1,1,191,0,5831,0,4,19,30,11,2,7,12,2364
1,0,1,0,2,0,1,0,173,3,5177,2,6,2,1,24,0,11,12,2404
1,0,2,2,1,0,0,1,86,1,1625,2,6,6,1,8,0,6,12,1130
0,0,3,2,2,0,3,0,132,2,899,0,1,20,11,0,2,12,15,1025
0,0,2,2,2,0,0,0,134,2,4601,0,2,9,2,14,0,4,8,1908
1,0,2,0,1,0,2,0,146,3,9467,2,5,20,2,7,1,2,1,3519
3,1,0,1,2,0,4,1,262,2,8441,2,4,6,17,13,1,7,7,4334
1,0,3,0,1,0,3,0,128,3,2425,3,5,9,14,7,0,6,14,2540
1,1,1,3,0,0,3,1,176,2,5755,2,4,7,5,16,0,1,0,3934
3,0,2,2,3,0,2,2,263,0,7530,2,4,23,41,13,2,12,14,2867
1,0,2,1,0,0,0,0,188,3,8594,1,1,2,10,1,0,0,6,4502
3,1,3,0,3,0,1,0,159,0,3,0,2,13,6,17,2,11,2,1456
3,0,0,3,0,0,4,0,128,3,5550,0,3,1,19,15,0,4,4,4178
2,1,2,2,2,0,3,1,290,2,7564,0,3,4,15,7,0,4,8,4163
2,0,2,3,2,0,3,0,108,2,7812,3,7,10,5,7,1,10,7,3077
1,0,3,0,0,0,2,0,154,3,8445,2,5,0,48,0,1,6,6,4542
1,1,3,1,2,0,1,0,164,2,4581,3,1,22,9,11,1,10,2,1085
0,1,2,1,0,0,4,0,274,1,4910,3,4,13,48,11,0,2,5,3732
2,0,0,0,1,0,3,0,123,3,5439,0,7,11,17,15,1,14,10,4386
1,1,1,0,2,0,1,1,210,1,3136,1,1,13,15,15,0,13,1,1454
1,0,1,3,0,0,0,1,263,1,1763,2,2,6,44,20,0,5,11,2359
0,1,2,1,0,0,1,1,142,3,2883,2,7,16,4,7,1,3,8,2629
2,0,0,2,0,0,1,0,192,3,1051,3,3,9,1,17,1,6,5,2069
1,1,0,0,2,0,1,0,77,3,4281,2,1,19,11,14,1,14,15,2625
2,1,1,1,3,0,0,0,295,3,7701,2,7,12,42,6,0,6,13,5250
1,1,1,0,1,0,1,1,209,3,7905,2,4,17,14,20,0,12,3,3058
3,1,2,0,3,0,2,2,285,0,4313,0,6,21,3,20,0,0,12,2716
1,1,1,0,0,0,0,0,94,3,7992,2,7,24,30,12,0,0,14,5662
2,1,1,1,0,0,0,2,248,1,189,3,3,12,43,20,2,9,6,1890
1,0,0,2,1,0,2,0,156,0,4070,3,4,19,37,5,0,0,5,2475
2,1,2,2,1,0,1,2,190,3,7322,3,1,5,26,1,2,15,4,2551
2,0,1,3,2,0,0,0,67,3,6384,2,5,11,43,18,0,2,2,3990
0,1,0,1,1,0,4,2,247,2,5479,3,1,22,13,0,1,15,6,3463
1,1,2,1,1,0,2,0,169,0,2584,0,6,16,8,12,2,2,6,2743
2,0,2,3,0,0,2,0,71,0,6667,3,1,0,45,10,2,13,6,2905
1,1,3,0,2,0,3,1,51,1,976,3,3,11,20,17,0,12,15,1639
1,0,3,2,3,0,2,0,187,0,2254,3,2,18,32,23,1,0,13,2393
3,0,2,2,0,0,4,2,152,1,957,2,1,16,13,13,1,6,0,974
2,1,2,0,2,0,2,2,178,1,4157,2,3,24,25,10,1,7,8,1915
0,1,3,0,2,0,3,0,128,2,5716,1,6,9,19,8,1,6,14,2767
1,1,2,0,0,0,4,2,273,2,3263,2,6,8,48,8,2,14,1,4087
2,1,0,3,2,0,0,0,259,3,8046,3,6,15,43,16,0,0,3,5583
0,0,2,0,1,0,3,0,50,1,2733,2,1,13,33,10,0,4,6,1266
2,1,3,0,3,0,3,0,222,0,6767,3,2,1,6,8,2,3,11,3529
1,1,0,3,0,0,2,1,292,3,2727,1,2,18,22,21,1,13,7,4340
2,0,3,1,1,0,1,2,199,1,9805,1,2,18,0,21,2,12,8,725
2,1,3,1,1,0,4,2,194,3,3150,2,2,2,27,3,2,1,5,3730
2,1,2,0,0,0,2,2,225,3,1546,3,3,20,2,20,2,13,12,2941
2,0,2,2,0,0,0,1,121,3,1996,3,6,3,45,4,1,4,15,3128
2,0,3,0,0,0,4,1,186,3,8291,1,5,14,21,1,1,4,2,6037
3,0,1,2,2,0,1,0,145,1,5932,0,7,2,14,0,1,7,10,1309
0,0,0,0,1,0,3,0,230,2,5606,2,3,11,19,9,1,5,8,2353
2,0,2,0,3,0,0,1,80,1,3000,0,7,22,13,0,1,4,10,2252
1,1,0,1,2,0,2,0,296,1,680,3,7,17,39,1,0,7,3,2146
0,0,1,2,2,0,0,1,188,3,3996,1,3,24,8,1,0,2,11,3022
2,1,2,2,2,0,3,1,274,2,3604,1,1,6,44,5,1,7,2,2825
3,1,0,3,0,0,2,2,180,3,2525,3,5,17,16,11,2,11,10,2883
2,0,2,0,1,0,2,0,82,0,5887,2,4,0,29,10,1,8,14,2282
3,0,2,1,0,0,1,0,236,2,3586,3,5,4,11,21,0,15,0,1279
2,0,1,2,2,0,2,0,132,1,7092,2,4,2,40,0,2,11,10,2319
0,1,0,3,0,0,0,1,115,3,2956,3,2,10,37,24,1,6,11,3446
1,1,0,0,1,0,2,2,105,3,7567,3,6,20,35,8,2,4,1,4377
0,1,3,3,2,0,0,2,126,0,3589,3,5,3,30,0,1,6,15,2422
2,0,1,1,0,0,1,0,254,0,8180,1,3,8,17,0,1,14,3,1948
1,0,0,1,0,0,2,1,243,1,2024,2,5,2,25,23,1,2,13,2417
3,0,1,3,0,0,2,2,209,3,5583,2,2,2,43,0,2,6,4,2982
0,1,0,3,1,0,0,2,111,2,8109,2,4,5,23,14,0,14,3,3552
1,0,3,0,3,0,1,0,202,2,5743,0,4,1,5,12,2,14,10,1557
2,0,2,3,0,0,4,0,284,2,4994,1,1,19,36,21,1,13,13,3534
1,1,2,0,0,0,3,0,291,0,4127,2,3,18,21,21,1,11,6,3717
2,1,1,0,2,0,4,0,250,2,8264,0,2,19,14,13,1,10,2,4952
0,1,1,1,0,0,1,0,281,0,6484,0,7,0,37,19,1,5,12,2842
2,0,0,0,3,0,4,0,113,2,7762,0,6,14,6,5,2,11,15,4180
2,1,0,1,1,0,4,2,230,3,4302,3,6,6,31,16,1,0,15,4513
2,0,0,1,3,0,0,2,192,0,7397,0,7,6,17,20,1,0,13,4426
0,0,2,1,3,0,2,1,80,1,3635,1,2,1,11,2,2,9,12,1265
3,0,3,0,0,0,2,1,157,3,6299,2,5,8,41,18,0,14,1,3716
1,0,1,2,2,0,2,0,91,2,6069,2,3,20,7,9,0,15,15,2330
2,0,0,0,0,0,2,2,141,0,2072,2,6,1,3,1,0,0,6,2138
3,0,3,0,1,0,0,0,210,3,6910,2,3,16,32,11,0,7,11,3230
1,0,2,3,0,0,2,1,143,3,6258,1,1,9,12,19,2,13,0,3671
3,1,3,3,3,0,3,2,96,2,7094,1,4,14,0,13,1,5,1,2840
2,1,0,1,1,0,4,1,139,2,3967,3,1,4,0,24,2,0,7,2475
0,0,3,3,2,0,3,2,212,2,3581,0,4,11,26,12,0,5,2,2320
0,1,0,3,2,0,2,2,191,1,477,3,2,7,32,3,0,1,10,1455
0,0,2,0,0,0,1,0,175,0,1825,2,2,1,27,24,2,3,4,1581
3,1,2,2,0,0,0,0,166,1,7955,1,6,21,1,11,0,3,13,3065
2,1,1,1,0,0,1,2,81,2,4360,3,6,22,28,18,1,12,9,1868
3,1,0,2,2,0,0,0,229,1,8057,0,1,20,0,20,1,3,6,2790
0,1,0,3,1,0,3,0,190,3,6654,0,1,15,44,16,0,2,2,4437
0,0,3,0,3,0,0,0,155,0,166,2,5,2,1,4,2,6,7,1088
1,1,3,1,0,0,2,0,67,3,3746,2,1,15,16,21,2,8,7,3313
1,0,3,3,3,0,4,0,213,0,8432,0,6,14,14,9,2,13,11,5439
2,0,3,0,2,0,0,0,50,0,1216,2,3,10,15,17,2,6,2,1566
0,1,0,1,1,0,3,0,188,2,3103,3,6,5,0,0,2,4,15,1561
0,0,3,1,1,0,4,2,168,3,5779,2,7,21,10,15,1,12,9,3963
3,1,0,0,1,0,1,0,149,3,216,0,7,5,16,3,2,5,10,2558
3,0,1,2,2,0,1,2,108,1,1066,1,6,18,4,12,2,4,14,1043
0,1,1,1,2,0,1,0,243,0,8162,3,7,15,7,14,0,11,3,1702
1,0,3,3,2,0,4,1,163,2,6296,3,7,14,4,22,1,15,13,3927
0,1,1,1,0,0,2,0,299,3,2670,0,1,4,26,6,1,14,6,3202
1,0,2,3,1,0,0,1,113,3,8585,1,3,16,2,5,0,4,0,4414
0,0,3,2,2,0,3,0,253,3,4444,3,6,21,28,0,0,4,13,3257
3,0,2,3,3,0,0,1,178,3,3956,3,7,16,46,24,1,1,9,3247
1,1,2,3,3,0,3,2,102,0,7337,3,5,6,32,9,0,5,12,4845
3,0,1,3,3,0,1,2,50,3,7475,2,4,18,35,11,1,13,1,2118
1,1,0,0,2,0,1,0,221,1,5608,2,1,4,12,9,1,13,3,1236
2,0,2,2,3,0,3,1,117,0,7148,3,3,14,0,11,2,0,7,3530
1,0,1,0,0,0,1,2,79,0,8148,3,2,12,5,10,1,8,12,1559
3,1,2,2,0,0,3,2,186,0,2722,2,4,11,11,15,2,13,3,2431
1,1,0,0,3,0,3,2,238,2,3624,2,5,18,32,4,2,8,0,3122
3,0,0,2,0,0,1,1,233,1,5875,1,2,24,47,24,0,15,6,1887
3,1,2,0,0,0,0,1,89,1,7226,2,5,19,27,7,0,12,14,3197
3,0,0,1,3,0,1,2,53,1,7916,3,1,23,16,22,0,12,9,768
2,1,2,0,0,0,2,0,252,0,6474,1,5,14,6,23,2,10,14,3583
1,0,2,2,0,0,3,0,85,2,8442,2,7,12,14,0,2,15,4,4346
1,0,1,2,1,0,2,1,61,2,5259,0,7,15,43,17,1,1,0,3300
3,0,3,0,3,0,4,2,223,0,1069,2,4,24,39,2,2,14,11,2091
0,0,0,1,2,0,4,1,139,3,3271,2,3,20,38,1,2,2,7,3466
2,1,3,1,1,0,4,1,151,3,4731,0,4,16,33,15,1,3,12,4813
3,1,0,2,2,0,2,0,109,1,2886,3,1,13,23,14,0,2,13,1555
1,0,3,3,0,0,1,0,282,0,4113,1,3,1,37,13,2,9,5,2268
1,0,1,0,1,0,1,2,136,1,5626,3,2,7,4,13,1,7,10,511
0,1,0,2,0,0,0,1,195,2,9246,1,6,24,13,11,0,14,6,4858
1,0,1,2,3,0,2,1,98,0,9142,0,2,7,27,6,1,0,10,3594
2,0,0,0,3,0,1,0,108,2,7760,2,6,0,27,10,1,13,11,1506
3,0,0,2,0,0,3,2,126,1,7809,1,5,11,24,5,0,6,10,3070
3,1,1,3,1,0,4,0,59,0,3637,1,5,9,13,12,0,11,10,2908
3,0,2,0,0,0,0,1,263,2,6474,3,5,20,3,15,2,11,8,2410
0,1,0,1,1,0,1,1,252,1,8405,2,2,7,26,12,1,14,8,1392
2,1,3,0,1,0,1,1,108,3,369,1,4,1,33,18,2,4,6,2869
0,0,0,1,2,0,2,2,166,0,9088,2,7,14,38,10,1,3,1,3214
1,0,1,0,3,0,3,1,298,3,3018,3,1,11,21,7,1,14,0,3552
1,0,1,0,3,0,2,1,231,1,3403,3,1,15,35,11,2,9,0,2065
1,1,3,2,3,0,3,0,223,3,289,3,1,0,18,24,2,9,8,2681
1,0,3,1,0,0,0,0,291,3,9237,1,2,15,34,14,1,10,13,5884
2,1,1,2,2,0,2,1,71,3,9041,2,1,3,46,11,1,4,4,4706
2,0,2,3,0,0,3,0,210,0,7423,0,4,4,6,20,2,2,5,3906
1,1,0,3,3,0,1,1,223,3,6292,2,2,16,36,7,2,0,14,3604
2,1,2,2,0,0,3,2,240,0,9818,2,1,15,19,16,2,3,14,4990
3,0,0,0,1,0,0,1,83,3,2195,0,5,24,32,1,1,6,1,2745
3,1,0,3,2,0,0,0,203,2,6573,2,6,15,43,20,0,12,8,3542
0,0,1,3,1,0,0,1,296,0,8592,3,5,24,10,10,2,6,5,3198
3,0,1,2,1,0,2,1,84,2,5320,3,5,21,42,22,0,10,14,2050
0,1,1,3,1,0,1,2,226,1,5847,0,4,8,37,6,2,9,15,1482
1,1,1,2,2,0,1,0,175,3,2010,1,5,0,26,6,0,14,3,3439
2,0,2,1,1,0,3,2,240,2,1295,1,6,21,8,1,2,15,5,1742
0,0,0,3,2,0,1,2,243,3,4208,2,1,24,1,21,0,8,13,1916
1,0,2,2,3,0,0,2,107,1,9597,1,1,20,7,2,0,9,1,3307
3,1,0,0,1,0,2,2,237,1,6119,2,6,9,14,4,2,9,3,2085
1,0,0,3,2,0,4,2,290,1,7973,1,1,8,25,14,1,2,10,4684
2,1,0,1,1,0,3,2,120,0,1505,1,3,3,14,3,2,6,3,1761
2,1,1,0,3,0,3,2,100,3,9982,3,6,19,1,4,2,7,14,5069
0,0,3,3,2,0,4,2,97,2,9146,0,2,6,2,15,0,0,0,4045
0,1,0,2,1,0,4,0,109,1,8453,2,3,13,31,23,1,6,15,3867
3,1,2,1,2,0,4,0,185,3,7955,0,6,12,13,8,2,9,3,5687
0,0,0,3,0,0,1,2,229,3,7676,1,3,6,39,7,0,6,6,2499
3,0,3,0,2,0,3,1,263,1,315,3,3,6,10,13,1,5,1,866
1,1,0,3,0,0,1,1,215,3,1299,2,6,9,2,5,2,10,4,3361
3,1,2,2,1,0,4,2,197,3,5676,3,2,8,44,22,2,10,2,4338
3,1,2,2,0,0,4,2,151,2,7968,0,3,11,41,23,2,15,9,4950
1,1,2,2,2,0,3,2,94,1,3443,3,4,23,46,24,2,1,15,3041
0,1,0,3,2,0,3,2,64,2,1239,2,5,19,4,18,1,5,13,1596
1,1,1,3,0,0,1,0,211,2,7189,2,2,17,12,16,2,9,15,1589
0,1,0,0,1,0,4,1,176,2,2165,0,4,0,21,15,0,1,14,2572
0,1,0,3,3,0,4,2,83,0,7063,3,4,20,16,2,2,4,14,4136
0,0,3,1,2,0,1,0,255,3,6113,3,7,18,9,20,1,12,14,1951
0,1,1,0,1,0,3,0,85,0,1430,3,7,16,47,9,1,12,3,2330
1,0,3,0,0,0,0,2,57,3,5157,0,2,6,20,16,0,3,11,3842
3,1,1,1,3,0,2,0,243,2,830,0,7,20,44,23,1,7,9,2441
1,1,2,0,1,0,0,2,295,3,1597,1,5,9,0,22,1,3,4,3147
2,0,3,3,3,0,3,2,215,2,7044,3,5,15,26,14,2,7,0,3143
1,0,1,1,3,0,2,1,132,3,9604,0,1,12,1,5,2,6,8,3572
2,1,3,0,0,0,1,2,175,2,9259,1,4,13,9,2,1,12,0,1711
3,1,2,3,0,0,0,1,73,2,2883,1,1,11,11,16,0,0,12,2068
3,0,0,2,2,0,3,2,112,1,1715,2,7,24,9,13,2,3,14,1371
0,1,2,0,0,0,1,1,116,3,465,0,4,19,47,8,2,9,9,3231
1,1,0,1,0,0,2,0,280,0,9683,0,7,18,19,15,0,8,4,5176
1,0,2,1,0,0,4,1,112,1,8916,3,4,8,13,1,1,5,14,4640
3,0,1,2,1,0,3,1,100,0,7871,2,1,20,6,13,2,5,13,2775
0,1,3,3,0,0,2,2,54,3,5846,3,1,23,24,14,0,14,9,3610
0,0,1,1,2,0,3,2,68,0,6590,3,7,7,22,23,1,6,8,3052
3,1,0,1,1,0,3,2,271,3,7513,3,7,19,35,23,1,8,13,4580
3,0,3,1,3,0,2,0,147,3,5557,0,6,22,26,14,2,13,10,3258
2,1,2,0,1,0,0,1,184,1,5792,1,3,1,32,18,2,14,7,3129
3,1,2,1,1,0,3,0,279,0,1222,1,3,5,32,4,2,15,4,2130
0,1,3,3,0,0,3,0,168,0,2363,1,2,16,42,13,2,9,6,2746
2,0,2,1,2,0,2,2,127,1,2740,3,3,9,17,24,1,13,9,1381
1,0,3,2,3,0,3,2,147,0,942,3,1,2,34,0,2,2,8,2147
2,1,0,1,2,0,1,2,77,3,7699,2,2,15,37,4,2,15,6,3038
3,1,1,1,3,0,2,1,161,3,7724,3,4,13,11,23,0,1,3,3725
3,0,2,1,1,0,1,2,251,2,8406,3,1,24,4,22,1,7,8,606
2,1,1,1,3,0,3,1,209,3,8773,0,6,17,34,2,2,11,10,6093
1,1,3,3,3,0,0,2,268,0,3731,0,3,22,49,14,1,7,4,4130
1,1,2,3,3,0,1,1,74,0,8155,1,6,13,47,18,2,3,7,2935
1,0,2,2,1,0,3,2,84,1,9425,1,1,9,22,13,0,9,6,3495
0,1,3,2,3,0,4,0,208,0,3150,0,3,8,49,19,2,0,12,3425
2,0,3,3,0,0,0,2,189,0,3220,1,2,9,49,1,1,6,13,2686
2,0,0,3,1,0,1,2,138,2,298,3,1,7,19,11,1,2,8,1009
2,1,0,2,0,0,0,1,68,3,502,1,5,14,1,19,1,1,6,3218
0,1,1,1,1,0,0,1,135,0,1743,3,1,20,37,0,2,14,6,2281
0,0,0,2,0,0,0,1,250,0,3974,0,7,5,25,17,2,8,14,3482
3,1,0,1,0,0,0,1,241,1,3080,3,6,6,30,19,2,4,12,2542
1,1,2,2,1,0,0,0,102,1,4334,3,2,14,31,21,0,2,12,2386
0,1,0,2,1,0,3,1,69,2,2352,2,6,1,1,14,0,15,10,1991
1,0,3,0,3,0,2,1,54,0,8443,2,1,3,19,21,1,9,4,3202
3,0,2,2,0,0,0,2,65,3,9969,3,3,24,28,19,1,14,13,4350
1,0,3,3,2,0,0,2,86,0,9844,3,5,13,24,22,1,7,12,4570
2,1,3,1,0,0,1,1,114,2,3711,2,5,8,19,16,0,11,14,1761
1,0,2,3,0,0,2,2,291,1,4132,0,1,20,38,21,2,8,7,2309
0,0,3,2,1,0,3,2,226,0,9122,2,1,2,42,17,2,3,15,3542
3,0,1,3,2,0,3,1,71,0,1812,0,4,7,22,3,0,8,1,2070
2,1,2,2,2,0,2,0,61,3,5815,2,2,2,27,4,2,3,13,3261
2,1,1,2,3,0,4,1,99,1,6507,0,2,15,20,0,0,14,9,4220
1,0,0,3,1,0,2,1,174,3,8951,0,7,14,40,24,0,15,10,5474
3,1,0,0,1,0,4,0,93,0,2620,0,7,4,5,1,1,9,15,2865
1,1,0,2,1,0,2,2,243,0,6615,0,5,5,14,22,2,14,0,4178
3,0,0,2,2,0,4,2,255,2,5009,2,4,21,42,16,2,13,4,3223
1,1,1,1,2,0,4,1,145,3,7493,2,1,10,34,5,0,0,12,6438
2,0,0,2,1,0,2,2,104,3,4045,1,4,24,36,23,1,3,10,3166
3,1,3,2,1,0,4,1,126,0,6014,3,1,22,3,17,0,1,14,3397
2,1,0,0,0,0,0,0,79,1,9089,0,2,5,23,16,1,12,2,4144
3,0,1,3,0,0,1,0,85,0,1018,3,2,17,43,24,1,10,5,1999
2,1,2,1,3,0,3,1,109,2,9953,1,6,18,40,22,2,9,4,5416
1,1,1,1,2,0,3,1,232,3,6415,0,1,9,42,16,2,12,2,5267
3,1,1,3,2,0,4,2,82,2,6229,2,3,13,2,13,0,10,3,3234
3,0,0,3,3,0,2,0,91,0,4193,0,4,14,25,11,2,0,9,2263
1,0,3,1,0,0,3,0,252,3,135,2,3,9,1,6,0,8,7,2373
0,0,1,3,0,0,0,0,151,2,3983,2,4,22,26,9,2,2,3,2307
0,0,1,0,1,0,0,2,156,0,8328,0,3,12,11,10,1,2,3,3164
2,0,2,3,2,0,3,1,209,3,8163,2,2,2,38,6,0,12,0,4615
2,1,1,0,0,0,1,1,157,1,2728,0,3,24,38,0,0,1,15,2141
3,0,0,1,3,0,1,2,275,3,3695,2,5,3,0,11,0,8,11,1894
2,0,3,1,3,0,2,2,252,3,7678,3,7,17,32,8,0,8,11,3708
0,0,2,3,1,0,2,0,193,2,3252,1,1,20,28,20,0,5,7,1422
